Région,Délegation,Commune,Nom établissement,Catégorie
Fès-Meknès,Sefrou,Sidi YoussefBen Ahmed,Moujjou,Dispensaire Rural
Fès-Meknès,Sefrou,Ahl Sidi Lahcen,Sidi Lahcen,Centre de Santé Rural niveau 1
Fès-Meknès,Sefrou,Ahl Sidi Lahcen,Zgane,Dispensaire Rural
Fès-Meknès,Sefrou,Azzaba,Azzaba,Centre de Santé Rural niveau 1
Fès-Meknès,Sefrou,Tazouta,Tazouta,Centre de Santé Rural niveau 2
Fès-Meknès,Sefrou,Sefrou (Mun.),Mbarek El Bekkay,Centre de Référence en Santé de Reproduction
Fès-Meknès,Sefrou,Sefrou (Mun.),CDTMR Sefrou,Centre de Diagnostic et de Traitement des Maladies Respiratoires
Fès-Meknès,Sefrou,Sefrou (Mun.),Labo. Epidemiologique,Laboratoire de Santé Publique
Fès-Meknès,Sefrou,Ahl Sidi Lahcen,Azraa,Dispensaire Rural
Fès-Meknès,Taounate,Taounate (Mun.),Taounate-CDTMR,Centre de Diagnostic et de Traitement des Maladies Respiratoires
Fès-Meknès,Taounate,Taounate (Mun.),Taounate-CRSR,Centre de Référence en Santé de Reproduction
Fès-Meknès,Taounate,Taounate (Mun.),Taounate-LSP,Laboratoire de Santé Publique
Fès-Meknès,Taounate,Taounate (Mun.),Rmila,Centre de Santé Urbain niveau 1
Fès-Meknès,Taounate,Ghafsai (Mun.),Rhafsai,Centre de Santé Urbain niveau 1
Fès-Meknès,Taounate,Karia Ba Mohamed (Mun.),Karia,Centre de Santé Urbain niveau 2
Fès-Meknès,Taounate,Taounate (Mun.),Taounate,Centre de Santé Urbain niveau 1
Fès-Meknès,Taounate,Thar Es-souk (Mun.),Thar Es-Souk,Centre de Santé Urbain niveau 2
Fès-Meknès,Taounate,Tissa (Mun.),Tissa,Centre de Santé Urbain niveau 2
Fès-Meknès,Taounate,Oudka,Oudka (Souk  El Had),Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Ratba,Ratba,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Ratba,Tainza,Dispensaire Rural
Fès-Meknès,Taounate,Ratba,Ouislane,Dispensaire Rural
Fès-Meknès,Taounate,Sidi Haj M'hamed,S.Haj M'hamed (Bab Mansoura),Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Sidi YahyaBni Zeroual,Oulad Salah ( S.Yahia Bni Zeroual),Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Galaz,Galaz,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Galaz,Bab L'hamra (A. Zemezem),Dispensaire Rural
Fès-Meknès,Taounate,Ouartzagh,Ourtzarh,Centre de Santé Rural niveau 2
Fès-Meknès,Taounate,Ouartzagh,Bab Zriba (Ain Bouchrik),Dispensaire Rural
Fès-Meknès,Taounate,El Bibane,El Bibane,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Sidi Mokhfi,Sidi Mokhfi,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Timezgana,Timzgana,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Timezgana,Kalaat B. Kacem,Dispensaire Rural
Fès-Meknès,Taounate,Timezgana,Hamdane,Dispensaire Rural
Fès-Meknès,Taounate,Kissane,Kissane (Kallaline),Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Kissane,Fej Medina,Dispensaire Rural
Fès-Meknès,Taounate,Tabouda,Tabouda,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Tafrant,Tafrant,Centre de Santé Rural niveau 2
Fès-Meknès,Taounate,Bni Snous,Bni Snous,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Moulay Abdelkrim,My ABDELKRIM,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Moulay Bouchta,Moulay Bouchta,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Moulay Bouchta,Bridia,Dispensaire Rural
Fès-Meknès,Taounate,Bouchabel,Bouchabel,Centre de Santé Rural niveau 2
Fès-Meknès,Taounate,Jbabra,Jbabra,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Loulja,Oulja,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Sidi El Abed,Sidi El Abed (Rhrasla),Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Rhouazi,Rhouazi,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Rhouazi,Draza,Dispensaire Rural
Fès-Meknès,Taounate,Mkansa,Mkansa,Centre de Santé Rural niveau 2
Fès-Meknès,Taounate,Mkansa,Dechra,Dispensaire Rural
Fès-Meknès,Taounate,Ain Mediouna,Ain Mediouna,Centre de Santé Rural niveau 2
Fès-Meknès,Taounate,Ain Mediouna,Tazouda,Dispensaire Rural
Fès-Meknès,Taounate,Ain Mediouna,Zmamra(B.Selmane),Dispensaire Rural
Fès-Meknès,Taounate,Bni Oulid,Bni Oulid,Centre de Santé Rural niveau 2
Fès-Meknès,Taounate,Bni Oulid,S. Boujmaa (Timedghass),Dispensaire Rural
Fès-Meknès,Taounate,Bni Oulid,Oued Louane,Dispensaire Rural
Fès-Meknès,Taounate,Bouadel,Bouadel Lemrouj,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Bouadel,Bouadel Dahir,Dispensaire Rural
Fès-Meknès,Taounate,Bouhouda,Bouhouda,Centre de Santé Rural niveau 2
Fès-Meknès,Taounate,Bouhouda,Ayechtoum,Dispensaire Rural
Fès-Meknès,Taounate,Bouhouda,Beni Berbere,Dispensaire Rural
Fès-Meknès,Taounate,Bni Ounjel Tafraout,S.Abderrahman,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Fennassa Bab El Hit,Oued El Kasabah (Bni Ounjel),Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Fennassa Bab El Hit,Hamata,Dispensaire Rural
Fès-Meknès,Taounate,Tamedit,Tamedit,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Tamedit,Kodia,Dispensaire Rural
Fès-Meknès,Taounate,Tamedit,Dar Abkhti (Aouzay),Dispensaire Rural
Fès-Meknès,Taounate,Mezraoua,Oulad Tahar,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Rghioua,Bab Ouender,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Rghioua,El Onsar,Dispensaire Rural
Fès-Meknès,Taounate,Khlalfa,Khlalfa,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Zrizer,Zrizer,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Ain Aicha,Ain Aicha,Centre de Santé Rural niveau 2
Fès-Meknès,Taounate,Ain Maatouf,Ain Khemiss (Ain Maatouf),Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Ain Maatouf,Ain Maatouf (Kharrouba),Dispensaire Rural
Fès-Meknès,Taounate,Bouarouss,Bouarouss,Centre de Santé Rural niveau 2
Fès-Meknès,Taounate,Bouarouss,Oulad Ali,Dispensaire Rural
Fès-Meknès,Taounate,Bouarouss,Trifa,Dispensaire Rural
Fès-Meknès,Taounate,Oulad Daoud,Oulad Daoud,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,El Bsabsa,El Bsabsa,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Oued Jemaa,Oued Jemaa,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Ras El Oued,Ras El Oued,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Ras El Oued,Bratla,Dispensaire Rural
Fès-Meknès,Taounate,Sidi M'HamedBen Lahcen,S. M'hamed B. Lahcen (Gaada Rouichyine),Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Sidi M'HamedBen Lahcen,Hamoudiat,Dispensaire Rural
Fès-Meknès,Taounate,Ain Legdah,Ain Legdah,Centre de Santé Rural niveau 2
Fès-Meknès,Taounate,Jbabra,El Onsar,Dispensaire Rural
Fès-Meknès,Taounate,Oulad Ayyad,Oulad Ayyad,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Messassa,Messassa,Centre de Santé Rural niveau 1
Fès-Meknès,Taounate,Outabouabane,Outabouabane,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Maghraoua,Asrir,Dispensaire Rural
Fès-Meknès,Taza,Tizi Ouasli,Taghilaste,Dispensaire Rural
Fès-Meknès,Taza,Bni Frassen,Bni Frassen,Centre de Santé Rural niveau 2
Fès-Meknès,Taza,Aknoul (Mun.),Aknoul,Centre de Santé Urbain niveau 2
Fès-Meknès,Taza,Oued Amlil (Mun.),Ouad Amlil,Centre de Santé Urbain niveau 2
Fès-Meknès,Taza,Tahla (Mun.),Tahala,Centre de Santé Urbain niveau 2
Fès-Meknès,Taza,Taza (Mun.),Bab Tete,Centre de Santé Urbain niveau 1
Fès-Meknès,Taza,Taza (Mun.),Bab Zitouna   ,Centre de Santé Urbain niveau 1
Fès-Meknès,Taza,Taza (Mun.),Bit Ghoulem,Centre de Santé Urbain niveau 1
Fès-Meknès,Taza,Taza (Mun.),Bin Jradi   ,Centre de Santé Urbain niveau 1
Fès-Meknès,Taza,Taza (Mun.),Al Wahdah,Centre de Santé Urbain niveau 1
Fès-Meknès,Taza,Taza (Mun.),Al Qods,Centre de Santé Urbain niveau 1
Fès-Meknès,Taza,Taza (Mun.),Jiyarine,Centre de Santé Urbain niveau 1
Fès-Meknès,Taza,Taza (Mun.),Massira II,Centre de Santé Urbain niveau 1
Fès-Meknès,Taza,Ajdir,Ajdir,Centre de Santé Rural niveau 2
Fès-Meknès,Taza,Ajdir,Yarouhdoud,Dispensaire Rural
Fès-Meknès,Taza,Ajdir,Ain Hamra,Dispensaire Rural
Fès-Meknès,Taza,Bourd,Boured,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Bourd,Inahnahen,Dispensaire Rural
Fès-Meknès,Taza,Bourd,Tisliouine,Dispensaire Rural
Fès-Meknès,Taza,Gzenaya Al Janoubia,Malal,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Jbarna,Jbarna,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Sidi Ali Bourakba,S.Ali Bourakba,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Sidi Ali Bourakba,Od ALI B.AISSA,Dispensaire Rural
Fès-Meknès,Taza,Sidi Ali Bourakba,Bni M'hamed,Dispensaire Rural
Fès-Meknès,Taza,Sidi Ali Bourakba,Tastite,Dispensaire Rural
Fès-Meknès,Taza,Tizi Ouasli,Tizi Ouasli,Centre de Santé Rural niveau 2
Fès-Meknès,Taza,Bni Frassen,Beni Abdellah,Dispensaire Rural
Fès-Meknès,Taza,Bni Frassen,Mrillou   ,Dispensaire Rural
Fès-Meknès,Taza,Rbaa El Fouki,Rbaa El Fouki (El Fahsse),Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Bouchfaa,Bouchfaa,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Bouhlou,Bouhlou,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Bouhlou,Kaouan,Dispensaire Rural
Fès-Meknès,Taza,Ghiata Al Gharbia,Gaada  Lhamra,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Ghiata Al Gharbia,Beni Mgara,Dispensaire Rural
Fès-Meknès,Taza,Ghiata Al Gharbia,Maskrierne,Dispensaire Rural
Fès-Meknès,Taza,Oulad Zbair,Oulad Zbair,Centre de Santé Rural niveau 2
Fès-Meknès,Taza,Matmata,Matmata,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Matmata,Ain Boumassai,Dispensaire Rural
Fès-Meknès,Taza,Matmata,ZAWIA,Dispensaire Rural
Fès-Meknès,Taza,Smià,Smia,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Smià,Bab Souk Sejra,Dispensaire Rural
Fès-Meknès,Taza,Bouyablane,Bouyablane,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Tazarine,Tazarine,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Ait Saghrouchen,Bouzemlane,Centre de Santé Rural niveau 2
Fès-Meknès,Taza,Ait Saghrouchen,TAMAZARTE,Dispensaire Rural
Fès-Meknès,Taza,Maghraoua,Maghraoua,Centre de Santé Rural niveau 2
Fès-Meknès,Taza,Maghraoua,Bab Larbaa (El Ansar),Dispensaire Rural
Fès-Meknès,Taza,Maghraoua,Tlajdoute,Dispensaire Rural
Fès-Meknès,Taza,Zrarda,Zrarda,Centre de Santé Rural niveau 2
Fès-Meknès,Taza,Bni Ftah,Bni Ftah,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Bni Ftah,Oued Broun,Dispensaire Rural
Fès-Meknès,Taza,Taifa,Bab Elmrouj,Centre de Santé Rural niveau 2
Fès-Meknès,Taza,Taifa,Taifa,Dispensaire Rural
Fès-Meknès,Taza,Taifa,Saaida,Dispensaire Rural
Fès-Meknès,Taza,Traiba,Traiba,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Kaf El Ghar,Kaf El Ghar,Centre de Santé Rural niveau 2
Fès-Meknès,Taza,Brarha,Brarha,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Msila,Had Msila,Centre de Santé Rural niveau 2
Fès-Meknès,Taza,El Gouzate,El Gouzate  ,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Tainaste,Tainaste,Centre de Santé Rural niveau 2
Fès-Meknès,Taza,Tainaste,Beni Krama,Dispensaire Rural
Fès-Meknès,Taza,Bab Boudir,Bab Boudir,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Bab Marzouka,Bab Marzouka,Centre de Santé Rural niveau 2
Fès-Meknès,Taza,Bab Marzouka,Jlaila,Dispensaire Rural
Fès-Meknès,Taza,Bab Marzouka,Jamaa Lakbir,Dispensaire Rural
Fès-Meknès,Taza,Bni Lent,Bni Lent,Centre de Santé Rural niveau 2
Fès-Meknès,Taza,Oulad Chrif,Od Cherif (Bab Ramla),Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Oulad Chrif,Skhirat,Dispensaire Rural
Fès-Meknès,Taza,Galdamane,Galdamane,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Galdamane,Bechiene,Dispensaire Rural
Fès-Meknès,Taza,Galdamane,Ouaraguine,Dispensaire Rural
Fès-Meknès,Taza,Meknassa Acharqia,Meknassa Cherkia,Centre de Santé Rural niveau 2
Fès-Meknès,Taza,Meknassa Al Gharbia,Meknassa Rharbia,Centre de Santé Rural niveau 1
Fès-Meknès,Taza,Taza (Mun.),Ourida,Centre de Référence en Santé de Reproduction
Fès-Meknès,Taza,Taza (Mun.),Bab Tete,Centre de Diagnostic et de Traitement des Maladies Respiratoires
Fès-Meknès,Taza,Taza (Mun.),Labo.  Epidemiologique,Laboratoire de Santé Publique
Fès-Meknès,Moulay Yacoub,Moulay Yacoub (Mun.),My Yaacoub,Centre de Santé Urbain niveau 2
Fès-Meknès,Moulay Yacoub,Ain Chkef,Ain Chkef,Centre de Santé Urbain niveau 2
Fès-Meknès,Moulay Yacoub,Ain Chkef,Ras El Ma,Centre de Santé Urbain niveau 1
Fès-Meknès,Moulay Yacoub,Mikkes,Mikkes,Centre de Santé Rural niveau 2
Fès-Meknès,Moulay Yacoub,Sebt Loudaya,Sebt Loudaya,Centre de Santé Rural niveau 1
Fès-Meknès,Moulay Yacoub,Sebt Loudaya,BIYADA,Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Sebaa Rouadi,Ain Allah,Centre de Santé Rural niveau 2
Fès-Meknès,Moulay Yacoub,Sebaa Rouadi,Ghomra,Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Sebaa Rouadi,Oulad Hilal,Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Sebaa Rouadi,Tlaha,Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Ain Bou Ali,S. Ahmed Bernoussi,Centre de Santé Rural niveau 2
Fès-Meknès,Moulay Yacoub,Ain Bou Ali,Ain Bouali,Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Ain Bou Ali,LAARISSA,Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Ain Bou Ali,Sidi m'sahel,Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Laajajra,Laajajra,Centre de Santé Rural niveau 1
Fès-Meknès,Moulay Yacoub,Laajajra,Jouaber,Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Sidi Daoud,Sidi Daoud,Centre de Santé Rural niveau 2
Fès-Meknès,Moulay Yacoub,Sidi Daoud,Sbaa Rouadi,Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Sidi Daoud,Tikniouine,Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Ain Kansra,Ain Kansara,Centre de Santé Rural niveau 2
Fès-Meknès,Moulay Yacoub,Louadaine,Hamria,Centre de Santé Rural niveau 2
Fès-Meknès,Moulay Yacoub,Oulad Mimoun,Oulad Mimoun (Sebt Od Jamaa),Centre de Santé Rural niveau 1
Fès-Meknès,Moulay Yacoub,Oulad Mimoun,Ben Yakhlef (Oulad Mimoun),Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Oulad Mimoun,Ouled bouziane,Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Ain Chkef,Sis,Centre de Référence en Santé de Reproduction
Fès-Meknès,Moulay Yacoub,Louadaine,Fchalta,Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Sebaa Rouadi,Douiyate,Centre de Santé Rural niveau 1
Fès-Meknès,Moulay Yacoub,Ain Kansra,Mesdoura,Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Ain Chkef,Ouled Boussaleh,Centre de Santé Rural niveau 1
Fès-Meknès,Moulay Yacoub,Ain Chkef,Ras Elma,Centre de Santé Urbain niveau 2
Fès-Meknès,Moulay Yacoub,Ain Chkef,Ain Chkef,Centre de Diagnostic et de Traitement des Maladies Respiratoires
Fès-Meknès,Moulay Yacoub,Ain Chkef,Ras Elma,Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Ain Bou Ali,Sidi Moussa ElHadi,Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Laajajra,Zyayna,Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Sidi Daoud,Ouled Said,Dispensaire Rural
Fès-Meknès,Moulay Yacoub,Oulad Mimoun,Chbabat,Dispensaire Rural
Rabat-Salé-Kénitra,Kenitra,Moulay Bousselham,Dlalha,Dispensaire Rural
Rabat-Salé-Kénitra,Kenitra,Chouafaa,Dar El Harrak,Centre de Santé Rural niveau 2
Rabat-Salé-Kénitra,Kenitra,Chouafaa,GLA,Dispensaire Rural
Rabat-Salé-Kénitra,Kenitra,Sidi Boubker El Haj,S.Boubker El Haj,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Kenitra,Sidi Mohamed Lahmar,S.Mohamed Lahmer,Centre de Santé Rural niveau 2
Rabat-Salé-Kénitra,Kenitra,Souk Tlet El Gharb,Souk Tlat,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Kenitra,Sidi Allal Tazi,Sidi Allal Tazi,Centre de Santé Rural niveau 2
Rabat-Salé-Kénitra,Kenitra,Ben Mansour,Had Od Jelloul,Centre de Santé Rural niveau 2
Rabat-Salé-Kénitra,Kenitra,Ben Mansour,S.Hachmi Bahraoui,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Kenitra,Ben Mansour,Oulad Mhamed,Dispensaire Rural
Rabat-Salé-Kénitra,Kenitra,Sidi Mohamed Ben Mansour,Riah Gablia,Dispensaire Rural
Rabat-Salé-Kénitra,Kenitra,Mnasra,Od LASSAL,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Kenitra,Mnasra,Laanabsa,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Kenitra,Mnasra,Ouled Larbi,Dispensaire Rural
Rabat-Salé-Kénitra,Kenitra,Mograne,Mograne,Centre de Santé Rural niveau 2
Rabat-Salé-Kénitra,Kenitra,Mograne,Kariat Sidi  Aissa,Dispensaire Rural
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Lalla Salma,Centre de Référence en Santé de Reproduction
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),C.Diagnostic Tuberculose,Centre de Diagnostic et de Traitement des Maladies Respiratoires
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Labo. Epidemiologique,Laboratoire de Santé Publique
Rabat-Salé-Kénitra,Kenitra,Sidi Taibi,Sidi Taibi Oulad N'Sar,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Ahmed Bouihi,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),El Khansa,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Brahim Soussi,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),My El Hassan,Centre de Santé Urbain niveau 2
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Mohamed Diouri,Centre de Santé Urbain niveau 2
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Villa Haute (Abderahmane Nacer),Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Bir Rami,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Haddada,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Houman Fetouaki,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Okba,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Rjafellah,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Abder. Labzar,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Allal B.Abdellah,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Souk Sebt,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Med Zerktouni,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Mbarek Bel Gada (Habitat),Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Chouhada,Centre de Santé Urbain niveau 2
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Haj Mansour,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Ouled Oujih II,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Mehdya (Mun.),Kasbah (Mehdya),Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Souk El Arbaa (Mun.),Hay Salam,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Souk El Arbaa (Mun.),Souk El Arbaa,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Ameur Seflia,Dhor Lokbar,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Kenitra,Ameur Seflia,TAOUZIT (OULED AYACHI),Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Kenitra,Haddada,Mgadid,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Kenitra,Haddada,Mechraa El Kettane,Dispensaire Rural
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Ain Sbaa Mkhalif,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Kénitra (Mun.),Nkhakhsa,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Ouled Slama,Sidi Ayach (Od Slama),Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Kenitra,Sidi Taibi,Sidi Taibi Hancha,Centre de Santé Urbain niveau 2
Rabat-Salé-Kénitra,Kenitra,Arbaoua,Arbaoua,Centre de Santé Rural niveau 2
Rabat-Salé-Kénitra,Kenitra,Oued El Makhazine,Oued Makhazine,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Kenitra,Beni Malek,Lalla Ghanou,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Kenitra,Beni Malek,OULED AISSA RMEL,Dispensaire Rural
Rabat-Salé-Kénitra,Kenitra,Kariat Ben Aouda,Kariat ben aouda,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Kenitra,Bahhara Ouled Ayad,Od MESBAH ROUIF  ,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Kenitra,Lalla Mimouna,Lalla Mimouna,Centre de Santé Rural niveau 2
Rabat-Salé-Kénitra,Kenitra,Moulay Bousselham,Moulay Bouselham,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Kenitra,Sidi Mohamed Ben Mansour,Sidi Mohammed Ben Mansour,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Kenitra,Sidi Mohamed Lahmar,Ouled Moussa Bahara,Dispensaire Rural
Rabat-Salé-Kénitra,Kenitra,Mehdya (Mun.),Alliance Darna Mehdia,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Kenitra,Souk El Arbaa (Mun.),Hay Hind,Centre de Santé Urbain niveau 2
Rabat-Salé-Kénitra,Kenitra,Arbaoua,Dressa,Dispensaire Rural
Rabat-Salé-Kénitra,Kenitra,Sidi Mohamed Lahmar,Lahfaya,Dispensaire Rural
Rabat-Salé-Kénitra,Kenitra,Ben Mansour,Maaizat,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Khémisset,Marchouch,Marchouch,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Khémisset,Jemaat Moul Blad,Jemaat Moul Blad,Centre de Santé Rural niveau 2
Rabat-Salé-Kénitra,Khémisset,Moulay Driss Aghbal,My DRISS AGHBAL,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Khémisset,Ain Johra -Sidi Boukhalkhal,Ain Johra,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Khémisset,Ain Johra -Sidi Boukhalkhal,S.Boukhalkhal,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Khémisset,Ait Belkacem,Ait Belkacem,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Khémisset,Ait Buyahya El Hajjama,Hajjama,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Khémisset,Ait Buyahya El Hajjama,Ait Bouyahia,Dispensaire Rural
Rabat-Salé-Kénitra,Khémisset,Khemis Sidi Yahya,Khemis Sidi Yahya,Centre de Santé Rural niveau 2
Rabat-Salé-Kénitra,Khémisset,Ait Malek,Tnine Moughane,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Khémisset,M'qam Tolba,Mqam Tolba,Centre de Santé Rural niveau 1
Rabat-Salé-Kénitra,Khémisset,Sidi Abderrazak,Sidi Abderrazak,Centre de Santé Rural niveau 2
Rabat-Salé-Kénitra,Khémisset,Khémisset (Mun.),Essaada,Centre de Diagnostic et de Traitement des Maladies Respiratoires
Rabat-Salé-Kénitra,Khémisset,Khémisset (Mun.),Maamora,Laboratoire de Santé Publique
Rabat-Salé-Kénitra,Khémisset,Khémisset (Mun.),Essaada,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Khémisset,Khémisset (Mun.),Essalam,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Khémisset,Khémisset (Mun.),Moussa Bnou Nouceir,Centre de Santé Urbain niveau 1
Rabat-Salé-Kénitra,Khémisset,Khémisset (Mun.),Maamora,Centre de Santé Urbain niveau 1
